post_id,text_content,hashtags,mentions,keywords,topic_category,platform_id
a1kiwl618kzy,"Just tried the Zoom Pegasus from Nike. Wouldn't recommend. #Sale, #Trending Really interested in hearing your thoughts!","#Sale, #Trending","@BrandSupport, @TechHelp","feature, price, experience, improved",Returns,5
97dj3lym0s9g,"My one month review of Google Chromebook: Best purchase ever. #Affordable, #Eco, #Food Let me know what you think!","#Affordable, #Eco, #Food","@StyleGuide, @ReviewSite","poor, value, upgraded",Delivery,1
nbjewi9zfxzg,"Just tried the Yeezy from Adidas. Not worth the money. #ProductLaunch, #Trending Would love to get your feedback!","#ProductLaunch, #Trending","@MarketingTeam, @TrendSetter","customer, budget",Delivery,1
ldcnb9b6wetp,Toyota ValentinesDeals is frustrating! Can't wait to see what's coming next. #Eco Would love to get your feedback!,#Eco,@MarketingTeam,"premium, excellent, delivery, feature",Pricing,5
0gv41wfo0j4g,Coca-Cola SummerDreams is outstanding! Can't wait to see what's coming next. #Tech Would love to get your feedback!,#Tech,@CelebrityName,"fast, recommendation, expensive, upgraded",Delivery,3
zpls8id15d4q,"Just saw an ad for Google Nest Thermostat during the HolidaySpecial. Exceeded my expectations. #Travel, #Discount","#Travel, #Discount",@ReviewSite,"traditional, amazing",Marketing,3
11tqzysq0g7q,"Just saw an ad for Amazon Kindle during the InnovationX. Highly recommend. #ProductLaunch, #Food, #Eco","#ProductLaunch, #Food, #Eco",,"quality, performance, competitive, slow",Product,1
mqbgib3u43jj,"Just tried the Nest Thermostat from Google. As expected. #Tech, #Reviews Would love to get your feedback!","#Tech, #Reviews",,"value, budget, excellent",Product,4
pxa7pndwbdtq,"Attended the Toyota PowerRelease event yesterday. Returning it ASAP. #Fitness, #Travel, #Food Let me know what you think!","#Fitness, #Travel, #Food",@BrandSupport,"customer, innovation",Delivery,5
x8m7b1rua3yl,Attended the Nike CyberMonday event yesterday. Best purchase ever. #NewRelease Really interested in hearing your thoughts!,#NewRelease,@NewsOutlet,"improved, premium",Pricing,5
x2qmayyeng4i,"Coca-Cola SustainableFuture is impressive! Can't wait to see what's coming next. #Tech, #BestValue, #Limited Really interested in hearing your thoughts!","#Tech, #BestValue, #Limited",,"competitive, user-friendly",Delivery,5
db2d9upg2aip,"Confused about with my new Xbox Elite Controller from Microsoft! Worth every penny. #Premium, #Food, #Tech","#Premium, #Food, #Tech","@BrandCEO, @TrendSetter","experience, value, feature, poor",Delivery,5
a9ov1xxxec5c,Coca-Cola LaunchWave is amazing! Can't wait to see what's coming next. #Discount Let me know what you think!,#Discount,,"premium, fast, satisfaction, poor",Support,5
stwoksyw9jea,"My three months review of Coca-Cola Coca-Cola Vanilla: Disappointed with the quality. #Deal, #Premium Would love to get your feedback!","#Deal, #Premium",,"responsive, excellent",Product,5
6t5fqfrwb6dr,"What's your opinion about Google's Nest Hub? @TechHelp, @CustomerService #Limited, #Promo Curious about your experience too.","#Limited, #Promo","@TechHelp, @CustomerService","service, fast, budget",Returns,4
b6y1tqs2xddr,"How do I fix about Apple's AirPods Pro? @MarketingTeam #Discount, #Trending, #Premium Curious about your experience too.","#Discount, #Trending, #Premium",@MarketingTeam,"value, expensive",Support,3
c9l4t3mihdjv,"Has anyone else experienced software bugs with Google's Chromebook? Worth every penny. @StyleGuide #Health, #MustHave","#Health, #MustHave",@StyleGuide,"user-friendly, delivery",Pricing,1
3guaqr3uv05g,"Just saw an ad for Toyota Tundra during the LocalTouchpoints. Best purchase ever. #Fitness, #NewRelease","#Fitness, #NewRelease",@BrandSupport,"luxury, expensive",Marketing,5
0ci9hh0swkl5,"Comparing Pepsi Pepsi Max to the competition. As expected. #Reviews, #Trending Would love to get your feedback!","#Reviews, #Trending","@BrandSupport, @CompetitorBrand","user-friendly, expensive, excellent, experience",Returns,1
zffwgre2ka9d,Just unboxed my new Surface Pro from Microsoft. Absolutely loving it. Thrilled #Quality Curious about your experience too.,#Quality,"@NewsOutlet, @RetailSupport","sustainable, improved, customer, eco-friendly",Marketing,4
jo7u69a2iz9x,"Comparing Adidas Samba to the competition. Returning it ASAP. #TrendAlert, #Discount Let me know what you think!","#TrendAlert, #Discount","@TrendSetter, @TechHelp","amazing, improved, luxury, delivery",Delivery,3
0o7hdn5x3ule,Google LoyaltyRewards is outstanding! Can't wait to see what's coming next. #BestValue Really interested in hearing your thoughts!,#BestValue,@IndustryExpert,"helpful, recommendation, eco-friendly, customer",Pricing,3
re3myo3t3uhs,Just tried the NMD from Adidas. Returning it ASAP. #Fitness Curious about your experience too.,#Fitness,,"slow, quality, efficient",Product,5
laj3lko9lpg2,"Just tried the Crystal Pepsi from Pepsi. Exceeded my expectations. #Affordable, #Exclusive, #BestValue Let me know what you think!","#Affordable, #Exclusive, #BestValue",@StyleGuide,"user-friendly, quality",Returns,4
ooaq7i8mdper,"Just tried the Stan Smith from Adidas. Highly recommend. #Lifestyle, #Premium, #Exclusive Curious about your experience too.","#Lifestyle, #Premium, #Exclusive",@IndustryExpert,"amazing, experience, modern",Pricing,2
gpejmuxpg38h,"Has anyone else experienced battery problems with Google's Pixel 8? Absolutely loving it. @BrandCEO, @CelebrityName #Deal, #Reviews","#Deal, #Reviews","@BrandCEO, @CelebrityName","experience, traditional",Delivery,1
lvgotdwjov7g,"Comparing Toyota Corolla to the competition. Disappointed with the quality. #Sale, #Beauty, #Discount Let me know what you think!","#Sale, #Beauty, #Discount",,"innovation, performance, user-friendly, service",Marketing,3
i8ymti6tu82a,"Anyone have tips about Pepsi's Pepsi Max? @StyleGuide, @TrendSetter #Health, #Trending, #Premium Let me know what you think!","#Health, #Trending, #Premium","@StyleGuide, @TrendSetter","poor, responsive, reliable, cheap",Delivery,3
b8e0te6hvv7c,"Has anyone else experienced customer service with Toyota's Tacoma? Worth every penny. @CelebrityName, @TechHelp #TrendAlert, #Health","#TrendAlert, #Health","@CelebrityName, @TechHelp","efficient, modern, recommendation",Returns,4
7nnawm32gf1k,My one month review of Nike Zoom Pegasus: Best purchase ever. #Food Really interested in hearing your thoughts!,#Food,,"customer, fast, cheap, amazing",Marketing,4
zdftyynyes67,"Has anyone else experienced battery problems with Adidas's Ultraboost? Exceeded my expectations.  #Reviews, #MustHave, #Promo","#Reviews, #MustHave, #Promo",,"innovation, feature, sustainable, service",Delivery,2
gaapw8i7gwa1,"Just tried the Pepsi Max from Pepsi. As expected. #Reviews, #BestValue, #Eco Let me know what you think!","#Reviews, #BestValue, #Eco",,"improved, unique, value",Marketing,2
wtfh1sc2myuf,My three months review of Coca-Cola Sprite: Best purchase ever. #Health Curious about your experience too.,#Health,,"efficient, competitive, responsive, expensive",Returns,1
1fu318s17aoz,"What's your opinion about Amazon's Ring Camera? @NewsOutlet, @StyleGuide #BestValue, #Premium, #Eco Curious about your experience too.","#BestValue, #Premium, #Eco","@NewsOutlet, @StyleGuide","budget, durable, quality",Delivery,4
m5l29bgd793h,"Any advice about Samsung's Galaxy Watch? @StyleGuide, @TrendSetter #ProductLaunch Let me know what you think!",#ProductLaunch,"@StyleGuide, @TrendSetter","helpful, feature, fast",Product,4
4rl6k4dystgu,"Attended the Apple NextGeneration event yesterday. Absolutely loving it. #Affordable, #CustomerService, #Fashion Really interested in hearing your thoughts!","#Affordable, #CustomerService, #Fashion",,"premium, modern, reliable, customer",Returns,1
2fds6eqc2f37,"Just tried the Galaxy Tab from Samsung. Highly recommend. #Discount, #Exclusive, #BestValue Really interested in hearing your thoughts!","#Discount, #Exclusive, #BestValue",,"fast, helpful, budget",Returns,3
dglvpkff485m,"Attended the Amazon LaunchWave event yesterday. Not bad. #Fashion, #Premium, #Discount Let me know what you think!","#Fashion, #Premium, #Discount","@BrandCEO, @MarketingTeam","responsive, slow, performance, eco-friendly",Returns,2
4hp0x1ge9qqg,"Just unboxed my new Diet Coke from Coca-Cola. Returning it ASAP. Loving it #Innovation, #BestValue","#Innovation, #BestValue","@MarketingTeam, @NewsOutlet","expensive, design, excellent, upgraded",Product,4
60de31z8un60,"Has anyone else experienced customer service with Samsung's Galaxy S25? Wouldn't recommend.  #Discount, #Eco, #SpecialOffer","#Discount, #Eco, #SpecialOffer",,"recommendation, delivery, budget",Delivery,4
iaaqcdo2nvmk,"Just unboxed my new Galaxy Tab from Samsung. Not bad. Sad to report #TrendAlert, #BestValue","#TrendAlert, #BestValue",@InfluencerName,"service, stylish",Support,4
5c52x4o7r1xa,"Confused about with my new Fanta from Coca-Cola! Returning it ASAP. #NewRelease, #BestValue, #ProductLaunch Would love to get your feedback!","#NewRelease, #BestValue, #ProductLaunch",@ReviewSite,"unique, reliable, slow, poor",Returns,1
8ctwbe9d5ufn,"Just tried the Eero WiFi from Amazon. Best purchase ever. #Trending, #Fashion Really interested in hearing your thoughts!","#Trending, #Fashion",,"cheap, budget, service, feature",Pricing,4
e23dk4wqpyw5,Just saw an ad for Coca-Cola Fanta during the BlackFriday. Best purchase ever. #Eco Curious about your experience too.,#Eco,,"premium, budget",Support,1
ulu589op0c4a,Confused about with my new Highlander from Toyota! Highly recommend. #Affordable Would love to get your feedback!,#Affordable,"@ProductTeam, @NewsOutlet","quality, cheap, outdated, efficient",Marketing,2
096kz9jubo7l,"Just saw an ad for Toyota Highlander during the SummerSale. It's okay. #Fitness, #Lifestyle Really interested in hearing your thoughts!","#Fitness, #Lifestyle",,"budget, design, reliable, unique",Support,1
rryxmp0nra55,"Comparing Microsoft Xbox Series X to the competition. Exceeded my expectations. #Travel, #Fitness, #Fashion Would love to get your feedback!","#Travel, #Fitness, #Fashion",,"poor, amazing, responsive",Pricing,1
bmawjatkma8h,Comparing Coca-Cola Coca-Cola Vanilla to the competition. Best purchase ever. #Reviews Curious about your experience too.,#Reviews,@CustomerService,"stylish, expensive, unique",Delivery,3
ra1828xx0jxx,Comparing Samsung Neo QLED TV to the competition. Highly recommend. #Quality Really interested in hearing your thoughts!,#Quality,@InfluencerName,"premium, unique",Support,5
jmiw9a1wi1lt,"Just tried the Corolla from Toyota. Wouldn't recommend. #CustomerService, #Deal Would love to get your feedback!","#CustomerService, #Deal",@NewsOutlet,"poor, upgraded, efficient",Delivery,5
hqbhve2p0fby,"Just unboxed my new Kindle from Amazon. Returning it ASAP. Can't contain my excitement #Affordable, #Quality, #Fitness","#Affordable, #Quality, #Fitness","@IndustryExpert, @InfluencerName","experience, improved",Delivery,5
ktl4b0gf8tae,Just tried the Galaxy Z Fold from Samsung. Worth every penny. #Travel Really interested in hearing your thoughts!,#Travel,@TrendSetter,"performance, excellent, modern",Delivery,1
o47rtlyjiept,Just unboxed my new Mac Mini from Apple. Wouldn't recommend. Can't contain my excitement #Quality,#Quality,"@NewsOutlet, @StyleGuide","price, unique, luxury",Delivery,5
6viq2n7poav6,Adidas SustainableFuture is disappointing! Can't wait to see what's coming next. #Deal Would love to get your feedback!,#Deal,"@ReviewSite, @MarketingTeam","experience, eco-friendly",Marketing,5
wsl3cjgloeja,"Any advice about Samsung's Neo QLED TV? @IndustryExpert, @MarketingTeam #CustomerService, #Sale, #BestValue Let me know what you think!","#CustomerService, #Sale, #BestValue","@IndustryExpert, @MarketingTeam","delivery, reliable, upgraded, excellent",Pricing,5
s2l80a78xfd5,"My one year review of Amazon Kindle: Disappointed with the quality. #Affordable, #ProductLaunch Curious about your experience too.","#Affordable, #ProductLaunch",@InfluencerName,"eco-friendly, outdated, unique",Product,3
jnd61tckdheq,Sad to report with my new Coke Zero from Coca-Cola! Returning it ASAP. #Deal Let me know what you think!,#Deal,"@IndustryExpert, @BrandSupport","performance, delivery, durable, helpful",Returns,5
zk98rb4idkyd,Not sure why with my new Stan Smith from Adidas! Returning it ASAP. #Reviews Really interested in hearing your thoughts!,#Reviews,,"outdated, performance, user-friendly",Delivery,3
67lpjhx4smda,"Apple ValentinesDeals is amazing! Can't wait to see what's coming next. #ProductLaunch, #Fashion, #Reviews Let me know what you think!","#ProductLaunch, #Fashion, #Reviews",@ProductTeam,"durable, unique, disappointing, improved",Product,2
yp81al335ues,"Just saw an ad for Adidas Gazelle during the EarthDay. Exceeded my expectations. #Beauty, #Travel, #SpecialOffer","#Beauty, #Travel, #SpecialOffer",@TrendSetter,"experience, durable, budget",Returns,5
4lb6p6fp6p7q,"Just unboxed my new Surface Duo from Microsoft. Returning it ASAP. Fed up #Sale, #CustomerService","#Sale, #CustomerService","@TrendSetter, @BrandSupport","customer, innovation, outdated",Marketing,1
euvr0r10wrj6,"Just unboxed my new Zoom Pegasus from Nike. Wouldn't recommend. Confused about #Sustainable, #SpecialOffer Curious about your experience too.","#Sustainable, #SpecialOffer",,"fast, outdated",Returns,5
7zzuzxnusb9z,"Attended the Samsung ValentinesDeals event yesterday. Worth every penny. #Tech, #Innovation, #BestValue Curious about your experience too.","#Tech, #Innovation, #BestValue",,"fast, premium, improved, disappointing",Returns,5
j2q7jyooqjzx,"Attended the Microsoft ValentinesDeals event yesterday. Does the job. #Discount, #Eco, #TrendAlert Would love to get your feedback!","#Discount, #Eco, #TrendAlert",,"modern, customer",Product,3
5kwnge45phpa,Microsoft BackToSchool is subpar! Can't wait to see what's coming next. #Tech Really interested in hearing your thoughts!,#Tech,"@BrandCEO, @StyleGuide","budget, quality, user-friendly",Support,1
qz24sljjm2wh,"Comparing Google Chromebook to the competition. Disappointed with the quality. #Limited, #Eco Really interested in hearing your thoughts!","#Limited, #Eco",@InfluencerName,"helpful, design",Marketing,3
7ejflsiet3nv,Just tried the Predator from Adidas. Had issues with it. #MustHave Would love to get your feedback!,#MustHave,,"price, improved, eco-friendly, recommendation",Returns,5
c3opdcy8m0g2,"My one month review of Microsoft Surface Laptop: Returning it ASAP. #Deal, #CustomerService Let me know what you think!","#Deal, #CustomerService",@ReviewSite,"feature, price, quality",Product,2
44iuiadqj772,Attended the Toyota SpringBlast2025 event yesterday. Best purchase ever. #Innovation Would love to get your feedback!,#Innovation,,"stylish, improved, slow",Product,3
t0v6mwjc31r6,Comparing Apple iMac to the competition. Absolutely loving it. #Innovation Would love to get your feedback!,#Innovation,"@MarketingTeam, @InfluencerName","responsive, poor, premium",Delivery,2
6g8tk8lg0l3t,"Should I upgrade about Microsoft's Xbox Series X? @CelebrityName #TrendAlert, #Trending, #Limited Would love to get your feedback!","#TrendAlert, #Trending, #Limited",@CelebrityName,"delivery, feature",Product,2
mops7a3bdt7x,"Anyone have tips about Amazon's Kindle? @BrandCEO, @RetailSupport #TrendAlert, #Beauty, #Health Really interested in hearing your thoughts!","#TrendAlert, #Beauty, #Health","@BrandCEO, @RetailSupport","experience, service",Delivery,1
mvix863rdp2s,"Comparing Samsung Galaxy Tab to the competition. Worth every penny. #BestValue, #Premium Would love to get your feedback!","#BestValue, #Premium","@BrandCEO, @CelebrityName","durable, eco-friendly",Support,1
